iter	Passed	Remaining
1659	187570	151412
1660	187685	151301
1661	187799	151189
1662	187910	151074
1663	188002	150944
1664	188112	150829
1665	188219	150710
1666	188316	150585
1667	188432	150475
1668	188542	150359
1669	188647	150239
1670	188746	150115
1671	188848	149994
1672	188950	149872
1673	189043	149744
1674	189150	149626
1675	189243	149497
1676	189349	149379
1677	189458	149263
1678	189549	149133
1679	189658	149017
1680	189777	148909
1681	189904	148807
1682	190003	148683
1683	190122	148575
1684	190232	148460
1685	190342	148345
1686	190454	148231
1687	190572	148122
1688	190677	148003
1689	190791	147891
1690	190905	147779
1691	191002	147654
1692	191075	147510
1693	191257	147451
1694	191368	147336
1695	191477	147220
1696	191578	147098
1697	191681	146978
1698	191788	146861
1699	191911	146755
1700	192009	146631
1701	192137	146530
1702	192251	146418
1703	192390	146325
1704	192508	146215
1705	192614	146098
1706	192725	145983
1707	192830	145865
1708	192931	145742
1709	193057	145639
1710	193188	145540
1711	193330	145449
1712	193486	145369
1713	193642	145288
1714	193769	145185
1715	193884	145074
1716	194022	144980
1717	194182	144902
1718	194331	144816
1719	194488	144735
1720	194642	144653
1721	194767	144548
1722	194904	144453
1723	195033	144352
1724	195176	144260
1725	195321	144171
1726	195468	144082
1727	195615	143994
1728	195763	143906
1729	195903	143813
1730	196044	143720
1731	196184	143626
1732	196310	143523
1733	196425	143411
1734	196544	143301
1735	196649	143182
1736	196769	143074
1737	196877	142956
1738	197005	142854
1739	197159	142770
1740	197318	142690
1741	197433	142578
1742	197532	142454
1743	197643	142339
1744	197765	142232
1745	197859	142105
1746	197968	141989
1747	198081	141875
1748	198196	141763
1749	198320	141657
1750	198453	141557
1751	198604	141471
1752	198709	141352
1753	198816	141234
1754	198924	141117
1755	199026	140996
1756	199143	140885
1757	199252	140768
1758	199377	140663
1759	199482	140544
1760	199584	140423
1761	199721	140326
1762	199824	140206
1763	199944	140096
1764	200060	139985
1765	200198	139889
1766	200315	139778
1767	200427	139664
1768	200541	139551
1769	200637	139425
1770	200757	139317
1771	200873	139205
1772	200985	139091
1773	201082	138967
1774	201183	138844
1775	201287	138724
1776	201412	138620
1777	201500	138489
1778	201620	138380
1779	201746	138275
1780	201862	138164
1781	201965	138043
1782	202096	137942
1783	202190	137816
1784	202288	137692
1785	202447	137609
1786	202600	137523
1787	202781	137455
1788	202925	137363
1789	203038	137249
1790	203167	137146
1791	203272	137027
1792	203381	136911
1793	203487	136792
1794	203594	136675
1795	203693	136551
1796	203807	136438
1797	203902	136312
1798	204030	136209
1799	204135	136090
1800	204248	135976
1801	204385	135878
1802	204506	135770
1803	204620	135657
1804	204735	135545
1805	204866	135443
1806	204971	135324
1807	205092	135215
1808	205213	135107
1809	205343	135005
1810	205444	134883
1811	205565	134774
1812	205673	134657
1813	205787	134544
1814	205901	134431
1815	206001	134309
1816	206099	134185
1817	206202	134065
1818	206318	133953
1819	206432	133840
1820	206525	133714
1821	206643	133603
1822	206751	133486
1823	206878	133382
1824	207002	133275
1825	207102	133153
1826	207224	133045
1827	207361	132947
1828	207469	132830
1829	207593	132723
1830	207732	132626
1831	207877	132532
1832	208014	132434
1833	208177	132352
1834	208347	132275
1835	208451	132155
1836	208566	132042
1837	208680	131929
1838	208803	131821
1839	208928	131715
1840	209040	131600
1841	209165	131494
1842	209270	131375
1843	209369	131253
1844	209507	131155
1845	209660	131066
1846	209777	130954
1847	209889	130840
1848	209982	130713
1849	210093	130598
1850	210208	130486
1851	210319	130370
1852	210412	130244
1853	210520	130127
1854	210612	130000
1855	210713	129879
1856	210827	129766
1857	210965	129667
1858	211082	129556
1859	211180	129432
1860	211292	129318
1861	211403	129203
1862	211494	129076
1863	211582	128947
1864	211697	128834
1865	211806	128718
1866	211911	128599
1867	212012	128478
1868	212107	128353
1869	212187	128220
1870	212295	128103
1871	212406	127988
1872	212510	127869
1873	212628	127758
1874	212739	127643
1875	212851	127529
1876	212980	127424
1877	213084	127306
1878	213214	127202
1879	213331	127091
1880	213439	126974
1881	213525	126844
1882	213632	126727
1883	213727	126603
1884	213864	126503
1885	213970	126385
1886	214076	126267
1887	214181	126149
1888	214297	126037
1889	214401	125918
1890	214609	125860
1891	214713	125741
1892	214844	125638
1893	214950	125520
1894	215065	125407
1895	215179	125294
1896	215293	125180
1897	215397	125062
1898	215508	124947
1899	215625	124835
1900	215732	124718
1901	215854	124610
1902	215961	124493
1903	216103	124395
1904	216213	124280
1905	216323	124164
1906	216454	124061
1907	216554	123939
1908	216673	123829
1909	216787	123716
1910	216888	123596
1911	217003	123483
1912	217124	123373
1913	217245	123264
1914	217362	123152
1915	217479	123041
1916	217596	122930
1917	217691	122806
1918	217795	122687
1919	217894	122565
1920	218004	122450
1921	218121	122338
1922	218235	122225
1923	218356	122116
1924	218471	122003
1925	218598	121897
1926	218702	121778
1927	218792	121652
1928	218900	121535
1929	218999	121414
1930	219122	121305
1931	219256	121203
1932	219396	121104
1933	219499	120985
1934	219594	120862
1935	219711	120750
1936	219817	120632
1937	219925	120516
1938	220055	120411
1939	220170	120299
1940	220280	120183
1941	220388	120067
1942	220502	119954
1943	220599	119831
1944	220709	119716
1945	220863	119624
1946	220994	119520
1947	221088	119396
1948	221203	119284
1949	221336	119181
1950	221451	119068
1951	221560	118952
1952	221673	118838
1953	221789	118726
1954	221896	118609
1955	221994	118487
1956	222097	118368
1957	222214	118257
1958	222314	118136
1959	222399	118008
1960	222489	117882
1961	222595	117764
1962	222702	117647
1963	222824	117538
1964	222924	117418
1965	223020	117295
1966	223135	117182
1967	223233	117061
1968	223353	116951
1969	223440	116823
1970	223549	116708
1971	223661	116594
1972	223772	116479
1973	223891	116368
1974	223995	116250
1975	224093	116129
1976	224209	116017
1977	224300	115892
1978	224405	115774
1979	224502	115652
1980	224614	115538
1981	224730	115426
1982	224838	115310
1983	224949	115195
1984	225075	115089
1985	225184	114973
1986	225304	114863
1987	225438	114760
1988	225547	114644
1989	225666	114534
1990	225769	114415
1991	225873	114297
1992	225993	114187
1993	226124	114082
1994	226229	113965
1995	226345	113853
1996	226455	113737
1997	226544	113612
1998	226653	113496
1999	226750	113375
2000	226848	113254
2001	226990	113155
2002	227100	113040
2003	227207	112923
2004	227323	112811
2005	227435	112697
2006	227558	112588
2007	227671	112475
2008	227777	112358
2009	227873	112236
2010	227990	112124
2011	228091	112005
2012	228194	111886
2013	228317	111778
2014	228424	111661
2015	228528	111543
2016	228636	111427
2017	228745	111312
2018	228849	111194
2019	228965	111082
2020	229062	110961
2021	229177	110848
2022	229279	110729
2023	229384	110612
2024	229484	110492
2025	229590	110375
2026	229702	110261
2027	229796	110139
2028	229898	110020
2029	230022	109912
2030	230119	109790
2031	230246	109684
2032	230400	109590
2033	230544	109491
2034	230684	109391
2035	230807	109282
2036	230916	109166
2037	231028	109052
2038	231134	108936
2039	231234	108816
2040	231374	108715
2041	231480	108598
2042	231586	108481
2043	231723	108379
2044	231852	108273
2045	231976	108165
2046	232098	108055
2047	232215	107944
2048	232343	107837
2049	232462	107726
2050	232575	107612
2051	232701	107505
2052	232812	107390
2053	232918	107274
2054	233025	107157
2055	233140	107045
2056	233256	106932
2057	233359	106814
2058	233466	106698
2059	233568	106579
2060	233681	106466
2061	233803	106356
2062	233967	106266
2063	234093	106158
2064	234201	106042
2065	234324	105933
2066	234440	105821
2067	234560	105710
2068	234681	105601
2069	234783	105482
2070	234893	105367
2071	235004	105253
2072	235101	105132
2073	235198	105011
2074	235302	104893
2075	235398	104772
2076	235520	104663
2077	235632	104549
2078	235777	104449
2079	235937	104357
2080	236024	104231
2081	236123	104112
2082	236206	103985
2083	236327	103875
2084	236435	103759
2085	236561	103651
2086	236677	103539
2087	236783	103422
2088	236881	103302
2089	236999	103191
2090	237112	103077
2091	237308	102999
2092	237413	102882
2093	237517	102765
2094	237636	102654
2095	237741	102537
2096	237849	102421
2097	237957	102305
2098	238078	102195
2099	238179	102076
2100	238270	101953
2101	238393	101844
2102	238513	101733
2103	238630	101621
2104	238740	101507
2105	238855	101394
2106	238967	101280
2107	239077	101165
2108	239183	101048
2109	239300	100937
2110	239412	100823
2111	239527	100710
2112	239632	100593
2113	239752	100482
2114	239862	100367
2115	239974	100254
2116	240073	100134
2117	240187	100021
2118	240298	99906
2119	240405	99790
2120	240539	99686
2121	240681	99584
2122	240800	99473
2123	240904	99355
2124	241017	99242
2125	241128	99128
2126	241235	99012
2127	241339	98894
2128	241515	98807
2129	241638	98697
2130	241762	98588
2131	241869	98472
2132	241985	98359
2133	242122	98255
2134	242222	98136
2135	242340	98025
2136	242446	97909
2137	242551	97792
2138	242668	97680
2139	242778	97565
2140	242876	97445
2141	242997	97334
2142	243102	97218
2143	243209	97102
2144	243315	96985
2145	243427	96871
2146	243554	96763
2147	243673	96652
2148	243793	96541
2149	243919	96433
2150	244054	96328
2151	244165	96213
2152	244263	96094
2153	244373	95979
2154	244489	95867
2155	244602	95753
2156	244720	95641
2157	244827	95525
2158	244937	95411
2159	245042	95294
2160	245143	95175
2161	245253	95061
2162	245372	94949
2163	245537	94856
2164	245647	94741
2165	245754	94625
2166	245853	94506
2167	245965	94392
2168	246062	94273
2169	246168	94156
2170	246288	94045
2171	246399	93931
2172	246491	93809
2173	246591	93691
2174	246702	93576
2175	246813	93462
2176	246921	93347
2177	247022	93228
2178	247124	93111
2179	247235	92996
2180	247329	92876
2181	247443	92762
2182	247554	92648
2183	247651	92529
2184	247764	92415
2185	247869	92299
2186	248004	92193
2187	248101	92074
2188	248214	91960
2189	248324	91845
2190	248438	91732
2191	248527	91610
2192	248644	91498
2193	248745	91380
2194	248864	91269
2195	248969	91152
2196	249076	91037
2197	249185	90922
2198	249284	90803
2199	249390	90687
2200	249493	90570
2201	249604	90456
2202	249722	90344
2203	249832	90229
2204	249979	90128
2205	250107	90020
2206	250217	89906
2207	250349	89799
2208	250466	89687
2209	250596	89579
2210	250703	89464
2211	250820	89352
2212	250920	89233
2213	251020	89115
2214	251122	88998
2215	251238	88885
2216	251349	88771
2217	251481	88664
2218	251589	88549
2219	251706	88437
2220	251830	88327
2221	251923	88207
2222	252033	88092
2223	252154	87982
2224	252276	87871
2225	252444	87777
2226	252571	87668
2227	252686	87555
2228	252792	87439
2229	252914	87329
2230	253028	87216
2231	253140	87102
2232	253257	86989
2233	253373	86877
2234	253482	86762
2235	253589	86647
2236	253696	86531
2237	253815	86419
2238	253937	86309
2239	254050	86195
2240	254174	86085
2241	254283	85971
2242	254404	85860
2243	254512	85744
2244	254618	85629
2245	254726	85513
2246	254877	85413
2247	255016	85308
2248	255117	85190
2249	255239	85079
2250	255364	84970
2251	255457	84850
2252	255544	84727
2253	255659	84614
2254	255769	84500
2255	255883	84387
2256	255998	84274
2257	256100	84156
2258	256214	84043
2259	256351	83938
2260	256476	83828
2261	256576	83710
2262	256681	83594
2263	256779	83475
2264	256892	83362
2265	256996	83246
2266	257102	83130
2267	257212	83015
2268	257320	82900
2269	257433	82787
2270	257524	82666
2271	257627	82549
2272	257718	82429
2273	257841	82318
2274	257935	82199
2275	258041	82083
2276	258146	81967
2277	258257	81853
2278	258366	81738
2279	258475	81623
2280	258559	81501
2281	258669	81386
2282	258762	81267
2283	258867	81151
2284	258974	81035
2285	259073	80918
2286	259186	80804
2287	259299	80691
2288	259405	80575
2289	259504	80457
2290	259609	80341
2291	259717	80226
2292	259829	80113
2293	259917	79992
2294	260034	79879
2295	260143	79765
2296	260250	79649
2297	260363	79536
2298	260468	79420
2299	260573	79305
2300	260669	79186
2301	260794	79076
2302	260916	78966
2303	261022	78850
2304	261135	78737
2305	261225	78616
2306	261325	78499
2307	261437	78385
2308	261537	78268
2309	261645	78153
2310	261746	78036
2311	261862	77924
2312	262047	77832
2313	262143	77714
2314	262264	77602
2315	262372	77488
2316	262489	77376
2317	262596	77261
2318	262710	77147
2319	262827	77035
2320	262939	76922
2321	263059	76810
2322	263175	76698
2323	263284	76583
2324	263392	76468
2325	263557	76370
2326	263690	76263
2327	263820	76154
2328	263931	76040
2329	264046	75927
2330	264162	75814
2331	264268	75699
2332	264376	75584
2333	264504	75475
2334	264607	75359
2335	264715	75244
2336	264843	75135
2337	264967	75024
2338	265081	74911
2339	265195	74798
2340	265304	74684
2341	265436	74575
2342	265554	74464
2343	265683	74355
2344	265779	74237
2345	265888	74122
2346	266008	74010
2347	266145	73904
2348	266235	73784
2349	266347	73670
2350	266484	73563
2351	266581	73445
2352	266681	73328
2353	266802	73217
2354	266923	73106
2355	267054	72997
2356	267185	72889
2357	267302	72776
2358	267420	72664
2359	267542	72553
2360	267670	72444
2361	267782	72330
2362	267894	72216
2363	268018	72106
2364	268117	71989
2365	268220	71873
2366	268331	71759
2367	268442	71645
2368	268575	71536
2369	268681	71421
2370	268827	71316
2371	268965	71210
2372	269082	71097
2373	269187	70982
2374	269295	70867
2375	269409	70753
2376	269531	70642
2377	269648	70530
2378	269743	70412
2379	269834	70292
2380	269949	70179
2381	270068	70068
2382	270180	69954
2383	270296	69841
2384	270407	69727
2385	270530	69616
2386	270651	69505
2387	270773	69394
2388	270889	69281
2389	271018	69171
2390	271130	69058
2391	271242	68944
2392	271344	68828
2393	271455	68714
2394	271552	68596
2395	271661	68482
2396	271752	68363
2397	271852	68246
2398	271945	68128
2399	272037	68009
2400	272154	67896
2401	272254	67780
2402	272354	67663
2403	272453	67546
2404	272564	67432
2405	272668	67317
2406	272784	67204
2407	272881	67087
2408	272995	66974
2409	273118	66862
2410	273246	66753
2411	273344	66636
2412	273456	66522
2413	273584	66412
2414	273709	66302
2415	273829	66190
2416	273930	66074
2417	274047	65961
2418	274151	65846
2419	274295	65740
2420	274394	65623
2421	274506	65509
2422	274673	65409
2423	274803	65299
2424	274901	65182
2425	275013	65069
2426	275112	64952
2427	275223	64838
2428	275340	64726
2429	275460	64614
2430	275574	64500
2431	275700	64390
2432	275823	64279
2433	275915	64161
2434	276015	64044
2435	276123	63930
2436	276223	63813
2437	276360	63705
2438	276475	63592
2439	276606	63483
2440	276710	63367
2441	276836	63257
2442	276952	63144
2443	277051	63028
2444	277147	62910
2445	277249	62794
2446	277361	62681
2447	277477	62568
2448	277597	62456
2449	277706	62342
2450	277824	62229
2451	277926	62114
2452	278036	62000
2453	278168	61890
2454	278314	61784
2455	278420	61669
2456	278512	61551
2457	278610	61434
2458	278723	61321
2459	278828	61206
2460	278937	61091
2461	279058	60980
2462	279163	60865
2463	279272	60750
2464	279378	60635
2465	279472	60518
2466	279588	60405
2467	279705	60293
2468	279806	60177
2469	279912	60062
2470	280011	59945
2471	280113	59830
2472	280227	59716
2473	280336	59602
2474	280441	59487
2475	280551	59373
2476	280660	59259
2477	280759	59143
2478	280956	59047
2479	281069	58933
2480	281179	58819
2481	281279	58703
2482	281385	58588
2483	281481	58471
2484	281595	58358
2485	281693	58242
2486	281786	58124
2487	281910	58013
2488	282031	57901
2489	282172	57794
2490	282298	57683
2491	282392	57566
2492	282506	57453
2493	282622	57340
2494	282730	57226
2495	282848	57113
2496	282988	57005
2497	283094	56890
2498	283205	56777
2499	283302	56660
2500	283410	56546
2501	283538	56435
2502	283664	56324
2503	283777	56211
2504	283882	56096
2505	284000	55984
2506	284106	55869
2507	284225	55757
2508	284320	55640
2509	284438	55527
2510	284539	55412
2511	284639	55296
2512	284750	55182
2513	284864	55069
2514	284985	54957
2515	285123	54848
2516	285233	54734
2517	285352	54622
2518	285458	54508
2519	285610	54401
2520	285788	54300
2521	285907	54188
2522	286017	54074
2523	286126	53960
2524	286220	53843
2525	286323	53728
2526	286440	53615
2527	286553	53502
2528	286663	53388
2529	286773	53274
2530	286880	53159
2531	286972	53042
2532	287094	52930
2533	287247	52824
2534	287371	52713
2535	287473	52597
2536	287597	52486
2537	287728	52376
2538	287827	52260
2539	287949	52148
2540	288039	52030
2541	288154	51917
2542	288258	51802
2543	288399	51694
2544	288508	51580
2545	288687	51478
2546	288790	51363
2547	288899	51249
2548	289008	51134
2549	289117	51020
2550	289211	50903
2551	289335	50792
2552	289445	50678
2553	289546	50562
2554	289660	50449
2555	289758	50333
2556	289856	50217
2557	289971	50104
2558	290082	49990
2559	290187	49876
2560	290301	49762
2561	290404	49647
2562	290521	49534
2563	290643	49423
2564	290762	49310
2565	290866	49195
2566	290989	49084
2567	291112	48972
2568	291204	48855
2569	291316	48741
2570	291433	48628
2571	291552	48516
2572	291673	48404
2573	291784	48290
2574	291895	48176
2575	292032	48067
2576	292127	47951
2577	292236	47837
2578	292341	47722
2579	292470	47611
2580	292580	47497
2581	292699	47385
2582	292811	47271
2583	292904	47154
2584	293012	47040
2585	293116	46925
2586	293237	46813
2587	293346	46699
2588	293473	46588
2589	293586	46475
2590	293671	46357
2591	293785	46244
2592	293901	46131
2593	294018	46018
2594	294114	45902
2595	294227	45788
2596	294324	45672
2597	294437	45559
2598	294548	45445
2599	294655	45331
2600	294778	45219
2601	294898	45107
2602	294995	44991
2603	295100	44876
2604	295234	44766
2605	295354	44654
2606	295462	44540
2607	295583	44428
2608	295689	44313
2609	295805	44200
2610	295928	44088
2611	296043	43975
2612	296153	43862
2613	296272	43749
2614	296409	43639
2615	296519	43525
2616	296633	43412
2617	296796	43306
2618	296929	43195
2619	297041	43082
2620	297148	42968
2621	297253	42853
2622	297379	42741
2623	297502	42629
2624	297633	42519
2625	297749	42406
2626	297875	42294
2627	297983	42180
2628	298105	42068
2629	298218	41954
2630	298329	41840
2631	298421	41724
2632	298520	41609
2633	298629	41495
2634	298742	41381
2635	298846	41267
2636	298944	41151
2637	299061	41038
2638	299186	40927
2639	299302	40813
2640	299426	40701
2641	299530	40587
2642	299648	40474
2643	299761	40361
2644	299871	40247
2645	300010	40137
2646	300146	40027
2647	300352	39925
2648	300460	39811
2649	300580	39699
2650	300682	39584
2651	300797	39471
2652	300913	39358
2653	301028	39244
2654	301148	39132
2655	301252	39017
2656	301363	38903
2657	301472	38789
2658	301574	38675
2659	301694	38562
2660	301822	38450
2661	301935	38337
2662	302036	38222
2663	302146	38108
2664	302238	37992
2665	302357	37879
2666	302454	37764
2667	302549	37648
2668	302667	37535
2669	302786	37423
2670	302894	37309
2671	303008	37195
2672	303111	37080
2673	303215	36966
2674	303315	36851
2675	303429	36738
2676	303537	36624
2677	303656	36511
2678	303771	36398
2679	303905	36287
2680	304057	36178
2681	304178	36065
2682	304276	35950
2683	304381	35836
2684	304502	35723
2685	304616	35610
2686	304712	35495
2687	304820	35380
2688	304936	35267
2689	305048	35154
2690	305154	35039
2691	305257	34925
2692	305359	34810
2693	305477	34697
2694	305600	34585
2695	305724	34473
2696	305858	34362
2697	305975	34249
2698	306084	34135
2699	306212	34023
2700	306338	33911
2701	306481	33801
2702	306574	33685
2703	306679	33571
2704	306772	33455
2705	306883	33342
2706	306991	33228
2707	307117	33116
2708	307220	33001
2709	307330	32887
2710	307450	32775
2711	307563	32661
2712	307672	32547
2713	307837	32439
2714	308016	32333
2715	308124	32219
2716	308240	32106
2717	308360	31993
2718	308480	31880
2719	308585	31766
2720	308682	31651
2721	308822	31540
2722	308932	31426
2723	309046	31313
2724	309149	31198
2725	309255	31084
2726	309357	30969
2727	309475	30856
2728	309585	30743
2729	309692	30628
2730	309794	30514
2731	309928	30402
2732	310042	30289
2733	310164	30176
2734	310277	30063
2735	310378	29948
2736	310503	29836
2737	310618	29723
2738	310735	29610
2739	310837	29495
2740	310952	29382
2741	311104	29272
2742	311221	29159
2743	311337	29046
2744	311454	28932
2745	311612	28823
2746	311725	28710
2747	311838	28596
2748	311946	28482
2749	312063	28369
2750	312162	28254
2751	312264	28140
2752	312369	28025
2753	312480	27912
2754	312632	27802
2755	312765	27690
2756	312899	27578
2757	313044	27467
2758	313183	27356
2759	313323	27245
2760	313463	27134
2761	313586	27021
2762	313704	26908
2763	313833	26796
2764	313956	26683
2765	314114	26573
2766	314263	26463
2767	314390	26350
2768	314533	26239
2769	314682	26128
2770	314826	26017
2771	314977	25907
2772	315104	25794
2773	315250	25683
2774	315385	25571
2775	315521	25459
2776	315628	25345
2777	315743	25232
2778	315861	25118
2779	315957	25003
2780	316102	24892
2781	316241	24780
2782	316340	24666
2783	316464	24553
2784	316596	24441
2785	316693	24326
2786	316795	24211
2787	316909	24097
2788	317044	23985
2789	317152	23871
2790	317242	23756
2791	317364	23643
2792	317487	23530
2793	317578	23414
2794	317691	23301
2795	317803	23187
2796	317911	23073
2797	318034	22960
2798	318146	22846
2799	318263	22733
2800	318387	22620
2801	318507	22506
2802	318621	22393
2803	318742	22280
2804	318889	22168
2805	319059	22058
2806	319165	21944
2807	319270	21830
2808	319378	21716
2809	319507	21603
2810	319619	21489
2811	319726	21375
2812	319858	21263
2813	319964	21149
2814	320061	21034
2815	320175	20920
2816	320296	20807
2817	320414	20693
2818	320527	20580
2819	320652	20467
2820	320776	20354
2821	320898	20240
2822	321103	20132
2823	321214	20019
2824	321320	19904
2825	321431	19790
2826	321551	19677
2827	321662	19563
2828	321777	19449
2829	321893	19336
2830	321988	19221
2831	322083	19106
2832	322199	18993
2833	322321	18879
2834	322425	18765
2835	322544	18652
2836	322660	18538
2837	322768	18424
2838	322875	18310
2839	322986	18196
2840	323097	18082
2841	323214	17969
2842	323337	17855
2843	323478	17743
2844	323677	17634
2845	323792	17520
2846	323907	17407
2847	324030	17293
2848	324148	17180
2849	324255	17066
2850	324367	16952
2851	324504	16839
2852	324605	16725
2853	324726	16611
2854	324830	16497
2855	324936	16383
2856	325051	16269
2857	325153	16155
2858	325264	16041
2859	325374	15927
2860	325483	15813
2861	325584	15699
2862	325702	15585
2863	325812	15471
2864	325909	15356
2865	326018	15242
2866	326148	15129
2867	326251	15015
2868	326360	14901
2869	326472	14787
2870	326576	14673
2871	326678	14559
2872	326767	14444
2873	326877	14330
2874	326984	14216
2875	327090	14102
2876	327214	13989
2877	327330	13875
2878	327432	13761
2879	327570	13648
2880	327713	13536
2881	327833	13422
2882	327955	13309
2883	328072	13195
2884	328174	13081
2885	328289	12967
2886	328400	12853
2887	328519	12740
2888	328640	12626
2889	328753	12513
2890	328888	12400
2891	328999	12286
2892	329118	12172
2893	329232	12058
2894	329333	11944
2895	329449	11831
2896	329552	11716
2897	329652	11602
2898	329784	11489
2899	329919	11376
2900	330076	11264
2901	330219	11151
2902	330332	11037
2903	330446	10923
2904	330549	10809
2905	330652	10695
2906	330769	10581
2907	330878	10467
2908	330988	10354
2909	331151	10241
2910	331271	10128
2911	331404	10014
2912	331520	9901
2913	331638	9787
2914	331756	9673
2915	331870	9560
2916	331982	9446
2917	332099	9332
2918	332219	9218
2919	332328	9104
2920	332451	8991
2921	332568	8877
2922	332685	8763
2923	332804	8650
2924	332908	8536
2925	333013	8422
2926	333124	8308
2927	333230	8194
2928	333327	8079
2929	333425	7965
2930	333532	7851
2931	333636	7737
2932	333693	7622
2933	333802	7508
2934	333915	7395
2935	334007	7280
2936	334120	7167
2937	334248	7053
2938	334381	6940
2939	334491	6826
2940	334608	6712
2941	334716	6598
2942	334828	6484
2943	334932	6370
2944	335053	6257
2945	335169	6143
2946	335329	6030
2947	335424	5916
2948	335522	5802
2949	335622	5688
2950	335731	5574
2951	335842	5460
2952	335939	5346
2953	336057	5233
2954	336168	5119
2955	336268	5005
2956	336377	4891
2957	336492	4777
2958	336608	4664
2959	336720	4550
2960	336844	4436
2961	336977	4323
2962	337090	4209
2963	337218	4095
2964	337314	3981
2965	337417	3867
2966	337536	3754
2967	337660	3640
2968	337771	3526
2969	337873	3412
2970	337971	3298
2971	338068	3185
2972	338197	3071
2973	338317	2957
2974	338415	2843
2975	338525	2730
2976	338637	2616
2977	338752	2502
2978	338867	2388
2979	338980	2275
2980	339081	2161
2981	339211	2047
2982	339311	1933
2983	339437	1820
2984	339550	1706
2985	339656	1592
2986	339784	1478
2987	339876	1364
2988	339969	1251
2989	340086	1137
2990	340197	1023
2991	340315	909
2992	340423	796
2993	340537	682
2994	340657	568
2995	340775	454
2996	340895	341
2997	341020	227
2998	341183	113
2999	341302	0
