iter	RMSE
1666	19721.70939
1667	19720.09547
1668	19718.66782
1669	19717.5665
1670	19715.56526
1671	19713.52836
1672	19712.66939
1673	19711.59264
1674	19711.36118
1675	19710.37243
1676	19708.87711
1677	19707.31376
1678	19705.95621
1679	19704.69408
1680	19703.33117
1681	19702.33926
1682	19699.99292
1683	19697.94606
1684	19694.97478
1685	19693.07847
1686	19691.64683
1687	19689.56162
1688	19689.48929
1689	19687.92118
1690	19685.45439
1691	19683.16624
1692	19683.08502
1693	19680.60343
1694	19679.10534
1695	19677.08578
1696	19675.86615
1697	19674.43482
1698	19672.52106
1699	19671.50944
1700	19670.12344
1701	19666.6394
1702	19665.27927
1703	19663.71594
1704	19661.04244
1705	19659.78177
1706	19657.53146
1707	19655.89076
1708	19654.42944
1709	19653.63043
1710	19653.57298
1711	19651.11835
1712	19649.21978
1713	19647.16626
1714	19645.64122
1715	19644.828
1716	19642.90513
1717	19641.75798
1718	19640.67459
1719	19636.79194
1720	19635.41346
1721	19633.24329
1722	19631.93309
1723	19630.57781
1724	19627.78598
1725	19625.50742
1726	19625.06101
1727	19623.40165
1728	19621.26277
1729	19619.19523
1730	19617.06527
1731	19615.0129
1732	19614.21064
1733	19612.31182
1734	19610.4948
1735	19608.74641
1736	19606.16771
1737	19604.57296
1738	19602.87819
1739	19601.43797
1740	19600.61214
1741	19599.07764
1742	19597.75873
1743	19595.96534
1744	19594.9695
1745	19593.06906
1746	19592.0606
1747	19590.49134
1748	19589.50103
1749	19588.51419
1750	19587.36081
1751	19586.31593
1752	19584.12872
1753	19582.65938
1754	19581.39731
1755	19578.77017
1756	19576.79747
1757	19574.66552
1758	19573.03739
1759	19569.98497
1760	19569.00681
1761	19567.90138
1762	19566.18687
1763	19565.20691
1764	19564.54306
1765	19563.57381
1766	19561.90324
1767	19559.84453
1768	19558.13276
1769	19555.53915
1770	19554.12646
1771	19552.59422
1772	19549.455
1773	19547.63459
1774	19545.50902
1775	19544.2366
1776	19542.85558
1777	19540.92791
1778	19538.966
1779	19537.59742
1780	19535.76548
1781	19532.57777
1782	19531.47374
1783	19529.43369
1784	19527.37342
1785	19526.23763
1786	19525.74915
1787	19523.62766
1788	19522.18073
1789	19520.62077
1790	19518.94734
1791	19516.64511
1792	19515.57117
1793	19513.58635
1794	19511.7198
1795	19510.15577
1796	19508.56805
1797	19507.17336
1798	19505.78049
1799	19503.76122
1800	19502.12549
1801	19499.79961
1802	19498.23133
1803	19496.31375
1804	19495.13326
1805	19492.6245
1806	19491.35067
1807	19488.75087
1808	19487.08499
1809	19485.73508
1810	19482.08411
1811	19481.12539
1812	19478.63669
1813	19476.26411
1814	19474.46437
1815	19471.32649
1816	19470.42667
1817	19468.08644
1818	19465.209
1819	19463.08791
1820	19462.72576
1821	19460.68445
1822	19459.73124
1823	19458.24969
1824	19456.92748
1825	19454.55236
1826	19452.12381
1827	19449.65982
1828	19447.941
1829	19446.14357
1830	19444.74858
1831	19442.82276
1832	19440.15137
1833	19438.28242
1834	19435.72282
1835	19433.40642
1836	19432.09374
1837	19431.66779
1838	19430.4335
1839	19429.34652
1840	19427.23035
1841	19425.62855
1842	19423.74081
1843	19420.91209
1844	19417.99954
1845	19416.17097
1846	19413.77913
1847	19411.40089
1848	19409.34303
1849	19407.70076
1850	19405.92592
1851	19403.70152
1852	19402.42269
1853	19399.67581
1854	19397.84188
1855	19396.60882
1856	19394.85593
1857	19393.6706
1858	19391.84543
1859	19389.70168
1860	19387.47065
1861	19385.11543
1862	19383.49356
1863	19381.43431
1864	19380.55669
1865	19378.85927
1866	19377.6022
1867	19375.91214
1868	19374.92019
1869	19374.39472
1870	19372.66155
1871	19370.6556
1872	19369.5653
1873	19367.06626
1874	19365.92397
1875	19363.91791
1876	19361.98368
1877	19359.58547
1878	19358.02074
1879	19356.81744
1880	19354.8415
1881	19352.95628
1882	19351.49182
1883	19350.33234
1884	19348.95769
1885	19346.95188
1886	19345.08679
1887	19343.81792
1888	19341.52641
1889	19338.95985
1890	19337.91065
1891	19336.50658
1892	19333.92845
1893	19330.77042
1894	19329.55796
1895	19327.17825
1896	19325.57603
1897	19323.47676
1898	19321.48327
1899	19320.76615
1900	19318.61001
1901	19316.50189
1902	19314.2523
1903	19312.79796
1904	19310.56951
1905	19308.78872
1906	19307.71003
1907	19305.5229
1908	19304.54351
1909	19303.37038
1910	19302.09153
1911	19299.31558
1912	19297.23085
1913	19295.91099
1914	19294.85017
1915	19293.20867
1916	19290.75525
1917	19288.47301
1918	19287.30411
1919	19286.0988
1920	19283.93802
1921	19282.77307
1922	19281.36665
1923	19279.72141
1924	19277.63256
1925	19277.03703
1926	19275.93604
1927	19274.77608
1928	19272.81498
1929	19271.36822
1930	19269.88988
1931	19267.40635
1932	19265.56111
1933	19262.97832
1934	19261.19792
1935	19259.69152
1936	19258.75953
1937	19257.2689
1938	19256.02387
1939	19253.25116
1940	19250.74277
1941	19249.23189
1942	19247.14958
1943	19245.62697
1944	19243.89201
1945	19242.4048
1946	19240.92129
1947	19238.20909
1948	19236.79079
1949	19235.69541
1950	19234.17683
1951	19233.17119
1952	19231.894
1953	19230.13643
1954	19228.60756
1955	19226.39125
1956	19225.11646
1957	19223.15372
1958	19221.04644
1959	19220.06436
1960	19219.73012
1961	19218.75309
1962	19216.18307
1963	19214.34185
1964	19212.62101
1965	19211.22561
1966	19209.34191
1967	19207.19546
1968	19204.4877
1969	19202.80492
1970	19200.46994
1971	19199.10834
1972	19196.71228
1973	19194.85082
1974	19193.86851
1975	19192.4491
1976	19190.61062
1977	19186.98029
1978	19185.81835
1979	19184.55805
1980	19183.43089
1981	19180.57905
1982	19178.026
1983	19176.49328
1984	19174.84502
1985	19172.64405
1986	19170.94364
1987	19169.263
1988	19167.04849
1989	19165.74323
1990	19164.30924
1991	19162.01866
1992	19160.21052
1993	19158.69058
1994	19157.93146
1995	19156.29694
1996	19154.66463
1997	19152.57298
1998	19151.01426
1999	19149.09534
2000	19146.58927
2001	19145.39693
2002	19144.14428
2003	19142.47819
2004	19141.01529
2005	19139.09455
2006	19137.32123
2007	19136.58224
2008	19135.29549
2009	19133.40894
2010	19132.14111
2011	19130.18578
2012	19128.40912
2013	19126.26175
2014	19125.02222
2015	19122.74232
2016	19120.64692
2017	19119.57955
2018	19117.14665
2019	19116.10345
2020	19115.17919
2021	19113.72609
2022	19112.29756
2023	19110.85841
2024	19109.03515
2025	19107.74332
2026	19105.81949
2027	19105.03825
2028	19103.60079
2029	19101.56675
2030	19100.17585
2031	19097.85903
2032	19096.00961
2033	19095.2719
2034	19092.48414
2035	19091.19626
2036	19090.56245
2037	19089.20887
2038	19088.09439
2039	19085.69188
2040	19084.37809
2041	19083.40267
2042	19081.53514
2043	19080.51421
2044	19078.19553
2045	19077.33359
2046	19076.11262
2047	19074.29692
2048	19072.19402
2049	19070.30394
2050	19068.93024
2051	19067.64706
2052	19064.86646
2053	19062.62106
2054	19060.6597
2055	19058.92997
2056	19057.31878
2057	19056.06304
2058	19055.39131
2059	19053.62864
2060	19052.24578
2061	19051.02836
2062	19049.07512
2063	19047.88811
2064	19046.25447
2065	19043.33846
2066	19041.75361
2067	19040.46571
2068	19038.71593
2069	19037.32569
2070	19035.17158
2071	19033.57726
2072	19031.3992
2073	19029.94666
2074	19028.36936
2075	19026.49357
2076	19024.68219
2077	19023.13693
2078	19021.47685
2079	19019.95159
2080	19019.13686
2081	19017.91408
2082	19017.29081
2083	19016.33964
2084	19013.3245
2085	19012.01225
2086	19010.77161
2087	19008.56809
2088	19007.08561
2089	19005.35789
2090	19003.67619
2091	19002.53653
2092	19000.06144
2093	18999.08488
2094	18998.23927
2095	18997.24698
2096	18994.25634
2097	18992.54975
2098	18991.1175
2099	18988.91884
2100	18987.4884
2101	18986.00156
2102	18984.45503
2103	18983.17779
2104	18981.96925
2105	18980.43238
2106	18979.2034
2107	18977.50559
2108	18975.37992
2109	18974.27871
2110	18972.7378
2111	18971.24711
2112	18970.90755
2113	18969.33185
2114	18967.60935
2115	18965.03334
2116	18964.33453
2117	18961.97495
2118	18960.49986
2119	18959.29374
2120	18957.97353
2121	18956.51509
2122	18955.42728
2123	18954.92294
2124	18953.81959
2125	18952.14686
2126	18950.75478
2127	18950.02607
2128	18948.91138
2129	18947.72474
2130	18946.14557
2131	18944.78225
2132	18943.2651
2133	18942.60824
2134	18939.92838
2135	18937.65279
2136	18936.23248
2137	18934.63822
2138	18932.95317
2139	18930.49217
2140	18929.76065
2141	18928.12981
2142	18926.64987
2143	18924.82847
2144	18923.07615
2145	18921.7389
2146	18920.75922
2147	18919.81512
2148	18918.16787
2149	18915.77157
2150	18913.94514
2151	18911.66657
2152	18909.43277
2153	18908.09613
2154	18906.81372
2155	18904.68065
2156	18903.80105
2157	18902.60943
2158	18901.27745
2159	18900.37243
2160	18899.05015
2161	18896.659
2162	18895.30111
2163	18894.40466
2164	18893.73323
2165	18891.71049
2166	18889.86246
2167	18887.88096
2168	18886.00812
2169	18885.30392
2170	18883.76646
2171	18881.41625
2172	18879.80872
2173	18878.39127
2174	18875.99641
2175	18874.41856
2176	18872.53662
2177	18871.93919
2178	18870.81596
2179	18870.03303
2180	18869.00587
2181	18867.62593
2182	18866.4643
2183	18865.30367
2184	18863.19836
2185	18862.16288
2186	18861.35516
2187	18860.56506
2188	18859.09015
2189	18857.39463
2190	18854.92533
2191	18853.25637
2192	18851.57433
2193	18850.00273
2194	18848.49228
2195	18846.77585
2196	18845.61279
2197	18843.90099
2198	18842.77223
2199	18841.98468
2200	18841.1562
2201	18839.66659
2202	18838.38274
2203	18837.16486
2204	18836.3954
2205	18835.01045
2206	18833.53916
2207	18831.92611
2208	18829.83408
2209	18827.29474
2210	18825.48975
2211	18823.98626
2212	18823.27333
2213	18821.70893
2214	18820.59138
2215	18819.27252
2216	18817.87142
2217	18816.83572
2218	18815.15442
2219	18814.32399
2220	18812.69896
2221	18811.60543
2222	18810.88343
2223	18808.79833
2224	18806.16253
2225	18804.16565
2226	18803.10171
2227	18801.30798
2228	18798.94313
2229	18797.62842
2230	18796.07169
2231	18794.6286
2232	18792.49733
2233	18790.67957
2234	18788.92822
2235	18787.42119
2236	18786.52274
2237	18784.34538
2238	18783.40872
2239	18782.31065
2240	18781.22531
2241	18779.00795
2242	18777.65996
2243	18776.65349
2244	18775.98553
2245	18774.29735
2246	18773.41402
2247	18772.57595
2248	18771.13812
2249	18770.32657
2250	18768.11629
2251	18766.61203
2252	18765.86206
2253	18764.92361
2254	18763.70836
2255	18761.35975
2256	18759.75541
2257	18757.83829
2258	18756.34943
2259	18754.94293
2260	18753.55283
2261	18752.01017
2262	18750.59042
2263	18749.75203
2264	18748.63981
2265	18747.69247
2266	18746.82683
2267	18745.03658
2268	18743.41014
2269	18741.59167
2270	18739.9843
2271	18738.52297
2272	18736.95817
2273	18735.22435
2274	18733.98798
2275	18733.43769
2276	18731.59369
2277	18729.83728
2278	18728.88355
2279	18727.74302
2280	18727.06942
2281	18726.02312
2282	18724.37181
2283	18723.36725
2284	18721.87407
2285	18719.85673
2286	18718.41552
2287	18716.98608
2288	18716.16046
2289	18713.56927
2290	18712.19293
2291	18711.38985
2292	18707.88569
2293	18707.16574
2294	18705.72491
2295	18703.30599
2296	18700.99335
2297	18699.86474
2298	18699.17979
2299	18697.97985
2300	18695.94338
2301	18694.74978
2302	18694.02739
2303	18692.42232
2304	18690.60666
2305	18689.3859
2306	18687.08798
2307	18685.99996
2308	18684.69069
2309	18682.76534
2310	18681.54281
2311	18680.67609
2312	18679.03346
2313	18676.96141
2314	18676.01796
2315	18674.67585
2316	18673.11652
2317	18672.33531
2318	18669.697
2319	18668.55253
2320	18666.82663
2321	18665.61534
2322	18664.6162
2323	18662.90078
2324	18661.54007
2325	18660.51656
2326	18659.58359
2327	18658.66102
2328	18657.22693
2329	18656.20131
2330	18654.55147
2331	18653.35203
2332	18651.48432
2333	18650.08907
2334	18649.34372
2335	18648.1943
2336	18646.99377
2337	18645.91823
2338	18644.27103
2339	18642.99153
2340	18641.8444
2341	18640.44037
2342	18639.30746
2343	18638.64192
2344	18638.01014
2345	18636.73278
2346	18635.43841
2347	18633.8095
2348	18631.82921
2349	18629.47033
2350	18627.74641
2351	18625.10601
2352	18623.28899
2353	18622.07052
2354	18620.89643
2355	18619.47516
2356	18618.24911
2357	18616.96242
2358	18615.53824
2359	18614.44739
2360	18613.16215
2361	18610.53964
2362	18609.30934
2363	18608.30717
2364	18607.34786
2365	18605.2243
2366	18604.08414
2367	18602.74104
2368	18600.89036
2369	18599.33381
2370	18598.36805
2371	18596.55719
2372	18595.36129
2373	18594.65027
2374	18593.31769
2375	18591.76005
2376	18590.32574
2377	18588.80653
2378	18587.68721
2379	18585.91308
2380	18584.06953
2381	18582.60217
2382	18581.12061
2383	18579.83296
2384	18578.7441
2385	18577.92313
2386	18577.46753
2387	18576.25831
2388	18575.40701
2389	18574.25846
2390	18572.31195
2391	18571.05664
2392	18568.99004
2393	18567.45119
2394	18566.59203
2395	18566.07549
2396	18565.65335
2397	18564.80899
2398	18563.64455
2399	18561.66599
2400	18560.06029
2401	18558.42556
2402	18556.72708
2403	18555.69004
2404	18554.73412
2405	18553.27317
2406	18552.28592
2407	18550.58726
2408	18548.72618
2409	18547.69106
2410	18544.91156
2411	18544.08358
2412	18542.53542
2413	18540.71273
2414	18539.47905
2415	18538.15528
2416	18536.38355
2417	18535.09172
2418	18533.3332
2419	18532.47435
2420	18530.50447
2421	18529.11958
2422	18526.98054
2423	18525.5815
2424	18524.72057
2425	18522.57096
2426	18520.67563
2427	18519.36727
2428	18518.64345
2429	18517.16494
2430	18516.60933
2431	18515.27178
2432	18514.06886
2433	18512.86046
2434	18511.56234
2435	18510.73168
2436	18509.16567
2437	18508.65406
2438	18506.99395
2439	18505.31936
2440	18504.01373
2441	18502.28458
2442	18501.73945
2443	18500.16922
2444	18498.93422
2445	18496.92761
2446	18494.63312
2447	18494.15511
2448	18491.52812
2449	18490.64486
2450	18488.82535
2451	18487.35886
2452	18486.1905
2453	18485.00207
2454	18481.85365
2455	18480.53174
2456	18479.03485
2457	18477.04449
2458	18475.46238
2459	18473.16935
2460	18471.80145
2461	18470.32781
2462	18469.32094
2463	18468.65209
2464	18467.64296
2465	18466.93914
2466	18465.4042
2467	18464.37959
2468	18463.43402
2469	18462.26672
2470	18460.40176
2471	18459.02709
2472	18457.90233
2473	18456.84767
2474	18455.89217
2475	18454.69541
2476	18453.64783
2477	18452.53382
2478	18450.0417
2479	18449.47959
2480	18447.85272
2481	18446.77935
2482	18445.32582
2483	18444.42513
2484	18443.20414
2485	18440.63115
2486	18439.05322
2487	18437.97453
2488	18436.41901
2489	18436.08806
2490	18434.32329
2491	18433.30258
2492	18431.4761
2493	18430.76195
2494	18429.43555
2495	18428.00623
2496	18426.93169
2497	18425.59991
2498	18424.98428
2499	18424.17465
2500	18422.53984
2501	18421.88116
2502	18419.67209
2503	18418.66347
2504	18418.01899
2505	18416.82562
2506	18414.74915
2507	18414.04649
2508	18412.73575
2509	18410.62143
2510	18409.547
2511	18408.71674
2512	18408.03571
2513	18406.87596
2514	18404.77213
2515	18402.35056
2516	18401.1126
2517	18400.05991
2518	18398.14939
2519	18397.12906
2520	18396.24203
2521	18394.32103
2522	18393.3862
2523	18392.0185
2524	18390.912
2525	18389.60169
2526	18389.05529
2527	18387.68409
2528	18386.29022
2529	18384.37426
2530	18383.68679
2531	18382.55504
2532	18381.73752
2533	18380.20878
2534	18378.57858
2535	18377.73935
2536	18376.72589
2537	18375.05956
2538	18373.74669
2539	18372.07198
2540	18370.65619
2541	18369.14388
2542	18367.16176
2543	18365.82694
2544	18364.32951
2545	18362.89305
2546	18361.64513
2547	18360.62483
2548	18358.85281
2549	18357.57548
2550	18355.60572
2551	18354.43276
2552	18353.23789
2553	18352.40245
2554	18351.05346
2555	18350.43902
2556	18348.86988
2557	18348.46151
2558	18348.11943
2559	18346.19023
2560	18343.66205
2561	18342.19828
2562	18341.18945
2563	18339.421
2564	18338.85133
2565	18337.08347
2566	18336.03444
2567	18334.97248
2568	18333.27579
2569	18332.54339
2570	18330.32854
2571	18329.82699
2572	18328.84736
2573	18327.98559
2574	18326.14638
2575	18325.13183
2576	18324.41774
2577	18322.33692
2578	18321.26253
2579	18319.66664
2580	18318.92048
2581	18317.2408
2582	18315.68935
2583	18314.87643
2584	18314.0057
2585	18313.01418
2586	18312.36692
2587	18311.94405
2588	18310.35542
2589	18308.99187
2590	18308.65235
2591	18307.28507
2592	18305.60867
2593	18303.61728
2594	18302.13056
2595	18301.29519
2596	18299.85103
2597	18298.66307
2598	18297.42548
2599	18296.24676
2600	18295.32941
2601	18293.84608
2602	18292.24982
2603	18290.42275
2604	18289.54973
2605	18289.15299
2606	18288.04081
2607	18287.41527
2608	18286.28315
2609	18285.49222
2610	18283.92753
2611	18282.48927
2612	18280.34031
2613	18279.64163
2614	18278.53472
2615	18276.80061
2616	18275.6213
2617	18274.90916
2618	18272.87429
2619	18271.72482
2620	18270.93655
2621	18269.56268
2622	18267.65976
2623	18266.43251
2624	18265.07677
2625	18264.16916
2626	18262.78964
2627	18262.2596
2628	18260.87918
2629	18260.45888
2630	18258.52413
2631	18257.51168
2632	18256.05295
2633	18255.05823
2634	18253.58902
2635	18252.16271
2636	18250.62873
2637	18248.72361
2638	18247.54377
2639	18246.42576
2640	18245.12987
2641	18244.53102
2642	18243.63194
2643	18241.81256
2644	18240.61095
2645	18239.97381
2646	18238.53785
2647	18236.07077
2648	18234.23211
2649	18233.51783
2650	18232.08247
2651	18230.36938
2652	18229.2099
2653	18227.55809
2654	18226.13685
2655	18224.38674
2656	18223.56452
2657	18222.28482
2658	18220.72349
2659	18219.57288
2660	18218.30806
2661	18216.45084
2662	18215.79454
2663	18214.64558
2664	18213.642
2665	18212.13435
2666	18211.23318
2667	18209.96835
2668	18208.79058
2669	18207.33391
2670	18205.88857
2671	18204.87651
2672	18203.16386
2673	18201.26932
2674	18199.41881
2675	18197.94805
2676	18196.08803
2677	18194.68478
2678	18194.09272
2679	18192.99316
2680	18192.45339
2681	18191.10549
2682	18189.82001
2683	18188.00841
2684	18186.14364
2685	18184.86701
2686	18183.54559
2687	18182.34239
2688	18181.55136
2689	18180.96864
2690	18179.21556
2691	18177.57647
2692	18176.60182
2693	18175.46914
2694	18174.25938
2695	18172.37402
2696	18169.94724
2697	18168.15483
2698	18166.76814
2699	18166.25859
2700	18165.31026
2701	18164.81087
2702	18163.28048
2703	18162.10948
2704	18160.35435
2705	18159.23331
2706	18157.69133
2707	18155.96274
2708	18153.93891
2709	18153.13257
2710	18151.12969
2711	18150.49998
2712	18149.55648
2713	18148.29038
2714	18147.51601
2715	18146.34825
2716	18144.98892
2717	18144.46145
2718	18143.44201
2719	18142.5205
2720	18140.93135
2721	18139.79681
2722	18137.98055
2723	18136.08493
2724	18134.67559
2725	18133.59719
2726	18132.44826
2727	18130.36502
2728	18129.73928
2729	18127.90141
2730	18126.45054
2731	18125.42093
2732	18124.28863
2733	18123.44594
2734	18121.67041
2735	18120.01812
2736	18118.97153
2737	18117.77671
2738	18115.76649
2739	18114.15296
2740	18113.12996
2741	18111.63246
2742	18110.25436
2743	18108.84367
2744	18107.34969
2745	18106.09081
2746	18104.46258
2747	18102.65537
2748	18100.44811
2749	18099.56319
2750	18098.63233
2751	18097.25645
2752	18095.00904
2753	18094.09812
2754	18093.01698
2755	18092.07556
2756	18090.66239
2757	18089.27895
2758	18087.61677
2759	18086.71268
2760	18084.61924
2761	18084.02418
2762	18083.00448
2763	18080.86276
2764	18079.04817
2765	18077.76345
2766	18076.78913
2767	18075.8752
2768	18073.70991
2769	18072.6296
2770	18071.33512
2771	18069.95358
2772	18068.31523
2773	18067.43067
2774	18066.80513
2775	18066.34336
2776	18065.07601
2777	18064.01233
2778	18062.63099
2779	18061.21778
2780	18060.48136
2781	18059.51972
2782	18058.6095
2783	18056.67522
2784	18055.83303
2785	18054.30791
2786	18052.95508
2787	18052.15723
2788	18050.56236
2789	18049.24936
2790	18047.79317
2791	18046.83422
2792	18046.12125
2793	18044.76641
2794	18042.863
2795	18041.71061
2796	18040.15776
2797	18038.89817
2798	18037.69
2799	18036.44767
2800	18034.82643
2801	18033.95616
2802	18032.5834
2803	18030.89949
2804	18029.54516
2805	18028.57114
2806	18027.37363
2807	18026.32263
2808	18025.85534
2809	18024.67117
2810	18023.14465
2811	18021.9348
2812	18020.79388
2813	18019.94202
2814	18018.77436
2815	18017.09223
2816	18015.38915
2817	18014.17539
2818	18012.2461
2819	18010.92116
2820	18008.72144
2821	18007.85166
2822	18007.30614
2823	18006.4437
2824	18004.65806
2825	18003.18404
2826	18001.79532
2827	18000.57695
2828	17998.8111
2829	17998.19643
2830	17997.40985
2831	17996.38003
2832	17995.51907
2833	17993.63323
2834	17992.69202
2835	17991.89243
2836	17990.23196
2837	17989.47536
2838	17989.20732
2839	17986.82538
2840	17985.51614
2841	17984.24531
2842	17983.70207
2843	17982.37565
2844	17981.417
2845	17980.27026
2846	17979.0702
2847	17977.7614
2848	17977.08713
2849	17975.57015
2850	17974.46413
2851	17974.17051
2852	17973.30893
2853	17971.95043
2854	17970.62704
2855	17969.24338
2856	17967.54856
2857	17966.6202
2858	17966.04204
2859	17964.98
2860	17963.37505
2861	17961.95001
2862	17960.51553
2863	17959.05805
2864	17957.92988
2865	17956.21885
2866	17955.61429
2867	17954.03605
2868	17953.48631
2869	17952.17088
2870	17950.80421
2871	17949.80914
2872	17947.52744
2873	17946.03902
2874	17944.52029
2875	17943.57545
2876	17941.66365
2877	17941.10354
2878	17940.20836
2879	17939.07317
2880	17937.05487
2881	17935.63902
2882	17934.90248
2883	17933.83864
2884	17932.85409
2885	17931.41491
2886	17930.08355
2887	17928.85105
2888	17927.59676
2889	17927.1826
2890	17926.08438
2891	17925.50775
2892	17924.76927
2893	17923.75571
2894	17921.31544
2895	17919.97814
2896	17918.21254
2897	17916.78145
2898	17915.9671
2899	17914.54574
2900	17912.98435
2901	17911.1279
2902	17909.77122
2903	17908.8941
2904	17908.28446
2905	17906.79258
2906	17905.92919
2907	17904.44574
2908	17903.45915
2909	17902.19993
2910	17901.40745
2911	17900.55472
2912	17899.59553
2913	17898.33402
2914	17896.45105
2915	17895.03145
2916	17893.66863
2917	17892.25977
2918	17891.68764
2919	17890.9636
2920	17889.78671
2921	17888.31033
2922	17888.11246
2923	17886.243
2924	17884.98973
2925	17884.10568
2926	17883.02878
2927	17881.88112
2928	17881.11945
2929	17880.82865
2930	17879.40903
2931	17878.43506
2932	17878.28193
2933	17877.01598
2934	17875.9575
2935	17874.29242
2936	17873.15624
2937	17872.24638
2938	17870.90682
2939	17868.85949
2940	17866.95443
2941	17866.06754
2942	17864.4741
2943	17863.74882
2944	17862.43826
2945	17861.32605
2946	17860.65323
2947	17859.19855
2948	17858.23095
2949	17856.663
2950	17855.29121
2951	17854.41346
2952	17853.41867
2953	17852.13943
2954	17851.46091
2955	17850.19757
2956	17849.67432
2957	17847.90867
2958	17847.00555
2959	17846.51566
2960	17845.25053
2961	17844.65139
2962	17843.51764
2963	17842.61286
2964	17841.75783
2965	17841.28129
2966	17840.1442
2967	17839.19947
2968	17837.52582
2969	17836.37014
2970	17835.51333
2971	17833.40675
2972	17832.21156
2973	17831.81232
2974	17830.4843
2975	17829.09063
2976	17827.95514
2977	17827.53383
2978	17826.52928
2979	17825.39041
2980	17823.50952
2981	17822.06613
2982	17821.41494
2983	17820.21267
2984	17818.43214
2985	17817.63064
2986	17815.7514
2987	17814.6586
2988	17812.79605
2989	17812.29335
2990	17810.83434
2991	17809.92072
2992	17808.6618
2993	17807.66261
2994	17806.52042
2995	17804.82202
2996	17803.22803
2997	17801.57358
2998	17799.76118
2999	17798.66413
