iter	RMSE
523	23388.79294
524	23378.6163
525	23371.91247
526	23368.095
527	23359.1366
528	23351.20372
529	23340.38848
530	23336.09221
531	23329.34234
532	23320.26724
533	23311.20356
534	23303.17053
535	23295.5346
536	23292.59434
537	23288.82093
538	23284.26501
539	23277.14854
540	23270.38599
541	23262.83407
542	23257.26241
543	23248.80765
544	23238.26806
545	23233.14675
546	23225.27543
547	23215.8975
548	23209.45946
549	23201.38145
550	23193.71798
551	23189.06711
552	23182.91316
553	23180.69259
554	23173.80972
555	23169.19613
556	23162.29796
557	23156.43508
558	23151.06634
559	23143.73989
560	23139.88713
561	23134.75578
562	23130.96208
563	23126.48972
564	23120.14555
565	23111.37285
566	23104.49882
567	23095.80594
568	23090.9403
569	23083.51803
570	23074.70924
571	23069.58359
572	23063.0765
573	23057.43893
574	23051.27813
575	23043.02006
576	23038.20494
577	23033.05877
578	23025.17638
579	23019.50341
580	23015.2808
581	23010.68657
582	23004.409
583	22998.49241
584	22990.63959
585	22985.14111
586	22979.56295
587	22972.96733
588	22969.18362
589	22963.49309
590	22957.50502
591	22950.7636
592	22946.05581
593	22942.98873
594	22941.0078
595	22935.169
596	22930.18301
597	22924.20353
598	22919.01507
599	22910.16518
600	22906.00074
601	22899.33714
602	22894.87665
603	22887.12361
604	22883.27822
605	22879.40558
606	22876.1645
607	22869.40218
608	22866.15209
609	22862.49362
610	22851.37195
611	22843.85672
612	22838.91499
613	22831.6793
614	22827.4793
615	22818.44935
616	22813.05158
617	22807.9979
618	22803.50218
619	22799.09797
620	22794.33243
621	22789.39557
622	22782.88967
623	22778.25024
624	22773.75996
625	22770.94573
626	22766.00008
627	22761.16165
628	22758.17482
629	22750.94195
630	22743.26532
631	22737.06986
632	22730.73114
633	22723.96699
634	22716.92309
635	22711.6293
636	22704.03596
637	22698.34367
638	22692.98853
639	22686.21783
640	22680.38056
641	22674.59107
642	22666.47001
643	22661.72512
644	22655.35013
645	22650.22892
646	22645.50995
647	22640.63561
648	22636.84417
649	22631.9684
650	22626.23444
651	22619.77099
652	22614.7902
653	22611.7552
654	22609.74841
655	22605.14152
656	22600.8787
657	22596.86527
658	22591.33301
659	22585.77204
660	22579.10614
661	22574.9483
662	22568.96279
663	22562.54558
664	22556.86104
665	22551.20366
666	22545.46206
667	22544.11075
668	22538.93746
669	22534.40872
670	22528.86746
671	22525.78784
672	22522.6897
673	22517.09204
674	22512.5772
675	22506.6033
676	22501.52459
677	22496.1449
678	22493.0382
679	22487.25224
680	22484.24082
681	22480.47224
682	22474.49554
683	22468.12158
684	22464.33305
685	22458.02561
686	22452.71621
687	22446.95543
688	22441.60097
689	22436.37453
690	22430.25687
691	22424.73457
692	22419.38067
693	22416.80997
694	22413.22834
695	22407.37117
696	22403.78782
697	22399.28853
698	22392.25428
699	22385.17597
700	22380.68782
701	22375.82382
702	22366.97384
703	22362.52655
704	22357.52729
705	22350.31992
706	22345.05502
707	22341.09866
708	22338.19228
709	22334.20912
710	22329.17458
711	22326.11178
712	22323.76193
713	22320.56856
714	22314.01957
715	22309.099
716	22305.66913
717	22300.75232
718	22297.21159
719	22293.7375
720	22290.68939
721	22284.39776
722	22279.83121
723	22276.07292
724	22271.82291
725	22267.67389
726	22263.6958
727	22259.79375
728	22257.76707
729	22254.5551
730	22249.84384
731	22244.694
732	22239.57354
733	22234.07102
734	22229.83098
735	22226.58351
736	22224.26003
737	22219.9388
738	22212.82084
739	22210.53274
740	22205.52819
741	22200.26745
742	22194.69938
743	22190.4629
744	22187.80855
745	22184.64905
746	22181.17238
747	22178.11804
748	22173.91971
749	22170.35079
750	22167.09405
751	22163.2756
752	22157.01422
753	22154.0066
754	22150.1475
755	22143.48406
756	22139.17573
757	22134.68669
758	22128.67173
759	22124.62588
760	22121.74954
761	22117.28006
762	22114.11598
763	22109.43935
764	22105.41097
765	22099.37938
766	22094.77889
767	22091.4018
768	22085.29336
769	22082.51612
770	22078.26989
771	22073.97307
772	22070.70748
773	22066.49698
774	22063.72246
775	22059.16946
776	22056.02697
777	22051.81354
778	22049.19545
779	22043.31781
780	22039.93586
781	22037.31459
782	22034.68436
783	22032.01913
784	22029.06125
785	22027.19972
786	22022.34123
787	22020.40968
788	22014.79703
789	22012.16357
790	22006.22023
791	21999.33574
792	21995.77726
793	21990.82623
794	21989.15352
795	21985.48184
796	21982.42565
797	21979.06969
798	21974.75892
799	21971.18821
800	21965.75674
801	21962.34275
802	21959.57233
803	21956.94171
804	21953.01301
805	21948.65516
806	21944.51566
807	21942.40229
808	21939.95187
809	21935.85936
810	21933.28116
811	21930.24387
812	21925.76452
813	21920.38986
814	21915.85368
815	21911.13935
816	21908.98416
817	21904.82938
818	21900.67095
819	21898.53677
820	21896.69269
821	21892.93172
822	21888.35391
823	21886.40592
824	21883.57013
825	21876.65047
826	21873.96588
827	21870.1875
828	21865.87101
829	21858.58246
830	21856.07978
831	21851.95201
832	21847.2748
833	21844.25104
834	21840.34082
835	21837.59647
836	21832.70338
837	21829.7223
838	21827.01415
839	21823.09273
840	21819.81101
841	21816.15533
842	21810.7558
843	21807.56527
844	21802.79358
845	21800.11465
846	21795.50295
847	21789.87036
848	21788.14813
849	21782.30433
850	21778.29749
851	21774.25263
852	21769.29498
853	21766.68114
854	21762.7493
855	21757.34281
856	21756.30638
857	21753.02183
858	21749.01852
859	21746.14532
860	21743.354
861	21738.99455
862	21736.03124
863	21733.90656
864	21730.04479
865	21725.32894
866	21720.7855
867	21717.59841
868	21713.35066
869	21709.99173
870	21705.28883
871	21701.4382
872	21698.51357
873	21691.96067
874	21686.62112
875	21682.6414
876	21675.66154
877	21672.4331
878	21669.65422
879	21665.90982
880	21661.168
881	21658.39834
882	21653.64654
883	21650.30056
884	21646.11935
885	21643.85739
886	21640.56135
887	21638.38206
888	21634.17186
889	21630.06435
890	21625.86485
891	21623.18427
892	21620.46584
893	21615.53063
894	21613.84803
895	21607.97372
896	21603.71766
897	21600.65209
898	21596.96367
899	21591.86512
900	21589.66881
901	21586.96967
902	21584.11015
903	21580.05989
904	21575.40573
905	21572.03038
906	21568.39072
907	21564.81373
908	21561.4497
909	21558.43653
910	21554.29958
911	21552.42464
912	21549.75339
913	21546.83956
914	21543.37549
915	21539.99956
916	21534.16125
917	21529.91921
918	21526.26253
919	21522.75575
920	21517.58123
921	21515.14216
922	21509.7342
923	21505.85707
924	21504.24277
925	21502.19693
926	21498.73823
927	21496.20609
928	21492.60976
929	21491.01851
930	21486.37255
931	21483.97438
932	21480.64457
933	21476.97524
934	21475.98668
935	21472.09517
936	21469.83922
937	21466.20328
938	21461.12373
939	21458.06753
940	21456.17234
941	21452.85986
942	21449.38694
943	21447.94492
944	21445.73252
945	21441.89901
946	21438.5565
947	21435.11004
948	21429.24594
949	21423.3478
950	21420.80817
951	21419.21985
952	21416.31111
953	21413.96888
954	21409.61675
955	21408.09983
956	21405.81219
957	21403.63432
958	21400.95531
959	21398.13936
960	21394.90237
961	21391.98044
962	21386.55921
963	21383.62299
964	21381.46351
965	21379.113
966	21376.45168
967	21373.65282
968	21368.31823
969	21364.90851
970	21360.58341
971	21356.19072
972	21353.4509
973	21350.72053
974	21347.81384
975	21344.24766
976	21340.20747
977	21338.57054
978	21334.56348
979	21328.59775
980	21326.87283
981	21323.89029
982	21317.78459
983	21315.12171
984	21311.66346
985	21309.41976
986	21306.58978
987	21301.61841
988	21296.72949
989	21293.69555
990	21290.61496
991	21289.26283
992	21287.43469
993	21285.26652
994	21283.59089
995	21279.83084
996	21275.93787
997	21272.72561
998	21270.19908
999	21265.3115
1000	21260.51829
1001	21257.11112
1002	21253.96227
1003	21249.15194
1004	21246.72142
1005	21245.30618
1006	21242.55518
1007	21240.50204
1008	21238.80963
1009	21236.20981
1010	21232.45373
1011	21228.29504
1012	21225.06969
1013	21223.4947
1014	21221.14566
1015	21218.68925
1016	21215.8211
1017	21211.64154
1018	21209.92676
1019	21206.1225
1020	21203.78129
1021	21201.79754
1022	21198.2516
1023	21196.40954
1024	21192.95034
1025	21190.71687
1026	21188.76682
1027	21183.75804
1028	21180.0319
1029	21177.16159
1030	21172.87848
1031	21168.55431
1032	21166.62947
1033	21160.06141
1034	21155.17876
1035	21151.37426
1036	21148.95177
1037	21145.44447
1038	21142.49724
1039	21138.86867
1040	21134.89239
1041	21131.52763
1042	21128.73129
1043	21126.75481
1044	21124.57051
1045	21122.88287
1046	21120.19291
1047	21117.85573
1048	21116.13828
1049	21112.99834
1050	21110.66157
1051	21107.31289
1052	21103.50314
1053	21100.96991
1054	21098.03578
1055	21094.69573
1056	21091.93275
1057	21086.82933
1058	21083.38861
1059	21081.81271
1060	21078.62591
1061	21075.22629
1062	21072.10608
1063	21067.98339
1064	21066.15855
1065	21062.91995
1066	21060.04317
1067	21056.71165
1068	21054.11003
1069	21052.68122
1070	21050.91935
1071	21049.24141
1072	21046.9979
1073	21044.6117
1074	21040.54673
1075	21034.80359
1076	21032.44067
1077	21030.31145
1078	21028.20167
1079	21024.0549
1080	21021.81625
1081	21017.70044
1082	21014.18223
1083	21010.9604
1084	21008.39777
1085	21005.17513
1086	21002.53669
1087	21001.43164
1088	20999.70018
1089	20997.70032
1090	20995.31019
1091	20992.28253
1092	20990.6873
1093	20988.75908
1094	20987.14006
1095	20984.31513
1096	20980.66194
1097	20979.534
1098	20977.66472
1099	20975.22765
1100	20973.86747
1101	20972.34167
1102	20969.38654
1103	20966.63757
1104	20963.79942
1105	20961.95433
1106	20960.42893
1107	20958.13964
1108	20954.94054
1109	20952.68893
1110	20949.57698
1111	20948.02012
1112	20946.16821
1113	20941.90821
1114	20938.63177
1115	20935.29073
1116	20932.98187
1117	20930.16534
1118	20926.04651
1119	20922.8267
1120	20920.31611
1121	20916.73499
1122	20913.90045
1123	20912.6426
1124	20908.90969
1125	20905.55979
1126	20902.98774
1127	20899.73979
1128	20896.99347
1129	20894.28953
1130	20891.38385
1131	20888.84782
1132	20886.67588
1133	20884.7955
1134	20881.78454
1135	20879.80496
1136	20876.7097
1137	20874.46487
1138	20872.20812
1139	20868.09186
1140	20865.8185
1141	20863.4618
1142	20862.14921
1143	20859.64088
1144	20856.46491
1145	20854.56672
1146	20852.63177
1147	20849.66283
1148	20847.10923
1149	20845.54765
1150	20842.61144
1151	20840.84525
1152	20838.74314
1153	20835.52805
1154	20832.92654
1155	20829.97875
1156	20827.43586
1157	20823.69852
1158	20822.1956
1159	20820.22194
1160	20818.02455
1161	20815.03318
1162	20813.16925
1163	20811.00078
1164	20808.11909
1165	20804.60829
1166	20801.95768
1167	20799.17098
1168	20796.37848
1169	20794.07948
1170	20791.87367
1171	20790.18995
1172	20788.39771
1173	20785.08623
1174	20781.87048
1175	20780.42007
1176	20777.94512
1177	20775.70506
1178	20774.16429
1179	20772.29785
1180	20770.52884
1181	20766.93857
1182	20765.4678
1183	20763.8959
1184	20761.45458
1185	20758.50514
1186	20757.09174
1187	20754.59205
1188	20752.72899
1189	20749.82617
1190	20745.07355
1191	20742.41387
1192	20740.48284
1193	20737.86142
1194	20735.48531
1195	20734.04756
1196	20731.86334
1197	20729.80986
1198	20727.98599
1199	20723.5348
1200	20721.23646
1201	20718.199
1202	20715.7711
1203	20714.4724
1204	20712.29943
1205	20710.34277
1206	20707.39949
1207	20704.72732
1208	20703.21668
1209	20700.26924
1210	20698.58128
1211	20697.11537
1212	20693.06421
1213	20688.78381
1214	20686.38575
1215	20683.68206
1216	20679.61193
1217	20676.6264
1218	20673.83373
1219	20670.94006
1220	20668.00946
1221	20665.51438
1222	20663.47553
1223	20661.32993
1224	20659.23942
1225	20656.13312
1226	20653.26452
1227	20650.64666
1228	20649.2463
1229	20647.10753
1230	20645.32506
1231	20644.20012
1232	20643.08254
1233	20640.48336
1234	20638.39833
1235	20637.55298
1236	20635.98632
1237	20633.55118
1238	20632.09774
1239	20629.029
1240	20626.99211
1241	20624.63873
1242	20623.33618
1243	20620.01419
1244	20618.92646
1245	20616.26053
1246	20614.41579
1247	20610.58762
1248	20606.80416
1249	20604.86522
1250	20602.72542
1251	20599.86528
1252	20597.98244
1253	20594.57798
1254	20593.31606
1255	20590.45678
1256	20587.966
1257	20585.56456
1258	20582.94591
1259	20581.69576
1260	20579.29184
1261	20577.26757
1262	20575.44235
1263	20573.88548
1264	20571.81143
1265	20568.16944
1266	20566.40517
1267	20563.97527
1268	20562.24187
1269	20558.82925
1270	20556.6263
1271	20553.92665
1272	20551.921
1273	20549.7437
1274	20547.60995
1275	20545.7766
1276	20543.21316
1277	20541.13802
1278	20539.03199
1279	20535.41963
1280	20532.23116
1281	20530.74333
1282	20527.26658
1283	20524.90388
1284	20522.4113
1285	20520.40519
1286	20518.6766
1287	20516.59269
1288	20513.92778
1289	20512.09518
1290	20510.57838
1291	20509.27171
1292	20507.45518
1293	20504.51703
1294	20501.85291
1295	20497.93316
1296	20495.3701
1297	20493.62849
1298	20491.21507
1299	20487.76291
1300	20486.38871
1301	20484.493
1302	20481.29362
1303	20478.93195
1304	20476.66926
1305	20474.8429
1306	20471.77355
1307	20469.6524
1308	20467.48153
1309	20465.51528
1310	20462.91588
1311	20460.55586
1312	20459.28106
1313	20457.12476
1314	20454.19052
1315	20451.90897
1316	20448.927
1317	20446.17448
1318	20444.38344
1319	20441.60313
1320	20439.78347
1321	20437.17869
1322	20434.58003
1323	20432.65653
1324	20429.40084
1325	20427.0825
1326	20424.5183
1327	20421.54602
1328	20419.22959
1329	20416.79507
1330	20414.43766
1331	20412.81124
1332	20409.84568
1333	20406.78527
1334	20404.16843
1335	20401.34634
1336	20399.45097
1337	20397.63173
1338	20395.52574
1339	20391.86842
1340	20389.81876
1341	20386.52433
1342	20384.27006
1343	20383.08175
1344	20381.86806
1345	20379.88342
1346	20376.28542
1347	20375.36863
1348	20371.98968
1349	20369.60681
1350	20366.73884
1351	20364.40794
1352	20362.54827
1353	20360.83311
1354	20358.7095
1355	20356.53505
1356	20355.13605
1357	20352.5635
1358	20348.92131
1359	20346.84491
1360	20344.98213
1361	20343.63934
1362	20341.66639
1363	20339.43133
1364	20338.47844
1365	20336.50616
1366	20333.8972
1367	20332.23702
1368	20330.07925
1369	20327.27498
1370	20325.11655
1371	20322.20453
1372	20320.28757
1373	20318.60629
1374	20317.54686
1375	20315.62624
1376	20312.38378
1377	20310.1464
1378	20307.32648
1379	20303.7135
1380	20300.96792
1381	20297.91369
1382	20296.42977
1383	20292.49777
1384	20290.92394
1385	20287.51929
1386	20284.02519
1387	20282.61463
1388	20281.03736
1389	20279.48001
1390	20277.9903
1391	20276.45086
1392	20275.20697
1393	20272.86701
1394	20271.29776
1395	20269.63175
1396	20267.60203
1397	20266.42462
1398	20264.43966
1399	20262.27724
1400	20261.7077
1401	20258.99785
1402	20256.02673
1403	20253.46785
1404	20250.18714
1405	20247.98791
1406	20246.08236
1407	20242.45228
1408	20240.39142
1409	20239.46196
1410	20237.68758
1411	20237.33021
1412	20235.13572
1413	20233.44308
1414	20230.95117
1415	20227.64772
1416	20225.14933
1417	20223.72888
1418	20220.98206
1419	20220.52935
1420	20219.71992
1421	20216.4834
1422	20214.57009
1423	20211.7127
1424	20210.15539
1425	20209.96606
1426	20207.4076
1427	20205.45035
1428	20203.1812
1429	20199.53331
1430	20196.12794
1431	20193.72471
1432	20192.35675
1433	20190.07484
1434	20187.38959
1435	20185.86887
1436	20184.53276
1437	20181.91563
1438	20180.27296
1439	20178.11334
1440	20176.47461
1441	20175.44213
1442	20172.91099
1443	20170.48648
1444	20167.98866
1445	20165.32727
1446	20165.22072
1447	20161.48299
1448	20159.59269
1449	20156.20183
1450	20153.78972
1451	20151.64072
1452	20148.02692
1453	20146.17691
1454	20143.5064
1455	20141.60375
1456	20138.2836
1457	20136.3848
1458	20132.87745
1459	20131.47053
1460	20129.72458
1461	20127.01236
1462	20124.54238
1463	20123.40708
1464	20121.55911
1465	20119.98547
1466	20118.22552
1467	20115.11906
1468	20112.78349
1469	20110.64145
1470	20108.67066
1471	20108.58401
1472	20107.49761
1473	20105.11013
1474	20104.0342
1475	20102.83242
1476	20100.46385
1477	20097.91159
1478	20095.86166
1479	20093.96256
1480	20091.42615
1481	20088.50257
1482	20086.39537
1483	20082.29072
1484	20080.17652
1485	20077.82986
1486	20076.21162
1487	20073.64165
1488	20071.58643
1489	20070.24645
1490	20068.41341
1491	20065.39398
1492	20063.94279
1493	20061.69174
1494	20059.93159
1495	20059.09556
1496	20057.9914
1497	20056.15546
1498	20054.98349
1499	20052.65734
1500	20050.55362
1501	20048.65417
1502	20046.04763
1503	20043.62978
1504	20041.95695
1505	20040.85242
1506	20039.21834
1507	20036.26725
1508	20034.78097
1509	20033.1098
1510	20031.45574
1511	20029.59792
1512	20027.18176
1513	20024.50578
1514	20022.97085
1515	20020.23983
1516	20019.47459
1517	20016.8675
1518	20015.54331
1519	20014.54254
1520	20012.41158
1521	20011.13894
1522	20009.67204
1523	20006.70169
1524	20004.47436
1525	20002.79204
1526	19999.92775
1527	19998.67346
1528	19996.91489
1529	19994.69247
1530	19993.36257
1531	19991.34074
1532	19988.42374
1533	19986.10879
1534	19983.71635
1535	19981.94306
1536	19980.1477
1537	19978.57797
1538	19976.90728
1539	19973.75451
1540	19971.76047
1541	19969.26902
1542	19966.82588
1543	19964.08195
1544	19961.93162
1545	19959.44335
1546	19957.03731
1547	19955.2098
1548	19952.85199
1549	19951.17784
1550	19949.10108
1551	19947.21733
1552	19945.31597
1553	19941.95503
1554	19939.80236
1555	19938.02364
1556	19936.00575
1557	19933.93267
1558	19931.85368
1559	19929.16312
1560	19927.5653
1561	19925.05422
1562	19922.64633
1563	19920.50325
1564	19917.97004
1565	19916.10849
1566	19914.67753
1567	19913.41212
1568	19910.46725
1569	19909.55997
1570	19906.72111
1571	19904.86834
1572	19902.30333
1573	19900.92537
1574	19899.09661
1575	19897.44098
1576	19894.87091
1577	19891.57382
1578	19889.5189
1579	19888.6331
1580	19886.54865
1581	19885.17558
1582	19883.12984
1583	19880.65991
1584	19878.29675
1585	19876.17638
1586	19874.5997
1587	19872.38809
1588	19871.02728
1589	19869.57287
1590	19868.77599
1591	19866.10507
1592	19864.58353
1593	19862.46162
1594	19860.87043
1595	19859.12704
1596	19857.57997
1597	19855.31107
1598	19853.52541
1599	19852.83697
1600	19851.28143
1601	19848.12685
1602	19846.00832
1603	19843.6685
1604	19841.28259
1605	19841.05137
1606	19838.37534
1607	19835.93729
1608	19834.03668
1609	19832.33518
1610	19830.90282
1611	19828.74124
1612	19827.02274
1613	19825.44207
1614	19823.64234
1615	19822.54974
1616	19820.5209
1617	19819.23382
1618	19816.88201
1619	19814.93543
1620	19812.10851
1621	19810.25066
1622	19808.80636
1623	19806.37341
1624	19804.92345
1625	19801.91736
1626	19799.05969
1627	19797.9794
1628	19796.51775
1629	19795.19493
1630	19794.12067
1631	19792.3089
1632	19791.26536
1633	19788.45577
1634	19786.77682
1635	19784.66969
1636	19783.5505
1637	19780.90383
1638	19777.76238
1639	19775.92968
1640	19773.52547
1641	19771.3533
1642	19767.87259
1643	19766.17437
1644	19763.85226
1645	19762.18319
1646	19760.4439
1647	19758.4762
1648	19756.89536
1649	19754.03252
1650	19753.68359
1651	19752.46206
1652	19749.83187
1653	19748.28238
1654	19745.85526
1655	19743.79993
1656	19741.37299
1657	19738.60741
1658	19737.39167
1659	19735.919
1660	19733.00621
1661	19731.46288
1662	19729.13228
1663	19727.1846
1664	19724.80122
1665	19723.61294
